No.;time;;time 1;time 2;Delay;;Delay 1;Delay 2;jitter
1178;50,320672;;50,320672;50,32073;5,8E-05;;-0,005536;-0,019467;-0,013931
1179;50,32073;;50,32073;50,326324;0,005594;;-0,019467;0,01323;0,032697
1180;50,326324;;50,326324;50,351385;0,025061;;0,01323;-0,009556;-0,022786
1181;50,351385;;50,351385;50,363216;0,011831;;-0,009556;-0,000237;0,009319
1182;50,363216;;50,363216;50,384603;0,021387;;-0,000237;0,006963;0,0072
1183;50,384603;;50,384603;50,406227;0,021624;;0,006963;-0,031704;-0,038667
1184;50,406227;;50,406227;50,420888;0,014661;;-0,031704;0,030234;0,061938
1185;50,420888;;50,420888;50,467253;0,046365;;0,030234;0,016131;-0,014103
1186;50,467253;;50,467253;50,483384;0,016131;;0,016131;-0,084723;-0,100854
1187;50,483384;;50,483384;50,483384;0;;-0,084723;0,079047;0,16377
1188;50,483384;;50,483384;50,568107;0,084723;;0,079047;-0,074459;-0,153506
1189;50,568107;;50,568107;50,573783;0,005676;;-0,074459;0,064669;0,139128
1190;50,573783;;50,573783;50,653918;0,080135;;0,064669;-0,002546;-0,067215
1191;50,653918;;50,653918;50,669384;0,015466;;-0,002546;0,018012;0,020558
1192;50,669384;;50,669384;50,687396;0,018012;;0,018012;-5,9E-05;-0,018071
1193;50,687396;;50,687396;50,687396;0;;-5,9E-05;5,9E-05;0,000118
1194;50,687396;;50,687396;50,687455;5,9E-05;;5,9E-05;-0,055463;-0,055522
1195;50,687455;;50,687455;50,687455;0;;-0,055463;0,037674;0,093137
1196;50,687455;;50,687455;50,742918;0,055463;;0,037674;-0,015377;-0,053051
1197;50,742918;;50,742918;50,760707;0,017789;;-0,015377;-0,007036;0,008341
1198;50,760707;;50,760707;50,793873;0,033166;;-0,007036;0,040202;0,047238
1199;50,793873;;50,793873;50,834075;0,040202;;0,040202;0;-0,040202
1200;50,834075;;50,834075;50,834075;0;;0;-0,048748;-0,048748
1201;50,834075;;50,834075;50,834075;0;;-0,048748;0,026908;0,075656
1202;50,834075;;50,834075;50,882823;0,048748;;0,026908;-0,005935;-0,032843
1203;50,882823;;50,882823;50,904663;0,02184;;-0,005935;0,007122;0,013057
1204;50,904663;;50,904663;50,932438;0,027775;;0,007122;-0,006011;-0,013133
1205;50,932438;;50,932438;50,953091;0,020653;;-0,006011;0,026664;0,032675
1206;50,953091;;50,953091;50,979755;0,026664;;0,026664;-0,023267;-0,049931
1207;50,979755;;50,979755;50,979755;0;;-0,023267;-0,002139;0,021128
1208;50,979755;;50,979755;51,003022;0,023267;;-0,002139;-0,00026;0,001879
1209;51,003022;;51,003022;51,028428;0,025406;;-0,00026;0,016102;0,016362
1210;51,028428;;51,028428;51,054094;0,025666;;0,016102;-0,000829;-0,016931
1211;51,054094;;51,054094;51,063658;0,009564;;-0,000829;0,007524;0,008353
1212;51,063658;;51,063658;51,074051;0,010393;;0,007524;-0,00705;-0,014574
1213;51,074051;;51,074051;51,07692;0,002869;;-0,00705;0,009919;0,016969
1214;51,07692;;51,07692;51,086839;0,009919;;0,009919;-0,004622;-0,014541
1215;51,086839;;51,086839;51,086839;0;;-0,004622;0,004622;0,009244
1216;51,086839;;51,086839;51,091461;0,004622;;0,004622;-0,000399;-0,005021
1217;51,091461;;51,091461;51,091461;0;;-0,000399;0,000399;0,000798
1218;51,091461;;51,091461;51,09186;0,000399;;0,000399;-0,000115;-0,000514
1219;51,09186;;51,09186;51,09186;0;;-0,000115;-0,005255;-0,00514
1220;51,09186;;51,09186;51,091975;0,000115;;-0,005255;0,002237;0,007492
1221;51,091975;;51,091975;51,097345;0,00537;;0,002237;-0,010419;-0,012656
1222;51,097345;;51,097345;51,100478;0,003133;;-0,010419;-0,003662;0,006757
1223;51,100478;;51,100478;51,11403;0,013552;;-0,003662;0,013699;0,017361
1224;51,11403;;51,11403;51,131244;0,017214;;0,013699;0,00345;-0,010249
1225;51,131244;;51,131244;51,134759;0,003515;;0,00345;-8,6E-05;-0,003536
1226;51,134759;;51,134759;51,134824;6,5E-05;;-8,6E-05;0,000151;0,000237
1227;51,134824;;51,134824;51,134975;0,000151;;0,000151;-5,2E-05;-0,000203
1228;51,134975;;51,134975;51,134975;0;;-5,2E-05;-0,016587;-0,016535
1229;51,134975;;51,134975;51,135027;5,2E-05;;-0,016587;0,010144;0,026731
1230;51,135027;;51,135027;51,151666;0,016639;;0,010144;-0,001558;-0,011702
1231;51,151666;;51,151666;51,158161;0,006495;;-0,001558;0,005978;0,007536
1232;51,158161;;51,158161;51,166214;0,008053;;0,005978;0,002039;-0,003939
1233;51,166214;;51,166214;51,168289;0,002075;;0,002039;-0,000867;-0,002906
1234;51,168289;;51,168289;51,168325;3,6E-05;;-0,000867;0,000854;0,001721
1235;51,168325;;51,168325;51,169228;0,000903;;0,000854;-0,000379;-0,001233
1236;51,169228;;51,169228;51,169277;4,9E-05;;-0,000379;0,000428;0,000807
1237;51,169277;;51,169277;51,169705;0,000428;;0,000428;-5,7E-05;-0,000485
1238;51,169705;;51,169705;51,169705;0;;-5,7E-05;-0,000768;-0,000711
1239;51,169705;;51,169705;51,169762;5,7E-05;;-0,000768;0,000825;0,001593
1240;51,169762;;51,169762;51,170587;0,000825;;0,000825;-3,6E-05;-0,000861
1241;51,170587;;51,170587;51,170587;0;;-3,6E-05;-0,000824;-0,000788
1242;51,170587;;51,170587;51,170623;3,6E-05;;-0,000824;0,00083;0,001654
1243;51,170623;;51,170623;51,171483;0,00086;;0,00083;-0,000513;-0,001343
1244;51,171483;;51,171483;51,171513;3E-05;;-0,000513;0,000543;0,001056
1245;51,171513;;51,171513;51,172056;0,000543;;0,000543;-5,1E-05;-0,000594
1246;51,172056;;51,172056;51,172056;0;;-5,1E-05;-0,00123;-0,001179
1247;51,172056;;51,172056;51,172107;5,1E-05;;-0,00123;0,001281;0,002511
1248;51,172107;;51,172107;51,173388;0,001281;;0,001281;-0,000103;-0,001384
1249;51,173388;;51,173388;51,173388;0;;-0,000103;-6,6E-05;3,7E-05
1250;51,173388;;51,173388;51,173491;0,000103;;-6,6E-05;0,000131;0,000197
1251;51,173491;;51,173491;51,17366;0,000169;;0,000131;-0,000455;-0,000586
1252;51,17366;;51,17366;51,173698;3,8E-05;;-0,000455;0,000432;0,000887
1253;51,173698;;51,173698;51,174191;0,000493;;0,000432;-0,015415;-0,015847
1254;51,174191;;51,174191;51,174252;6,1E-05;;-0,015415;0,010465;0,02588
1255;51,174252;;51,174252;51,189728;0,015476;;0,010465;0,004895;-0,00557
1256;51,189728;;51,189728;51,194739;0,005011;;0,004895;-0,000171;-0,005066
1257;51,194739;;51,194739;51,194855;0,000116;;-0,000171;0,000249;0,00042
1258;51,194855;;51,194855;51,195142;0,000287;;0,000249;-0,000116;-0,000365
1259;51,195142;;51,195142;51,19518;3,8E-05;;-0,000116;0,000107;0,000223
1260;51,19518;;51,19518;51,195334;0,000154;;0,000107;-0,011926;-0,012033
1261;51,195334;;51,195334;51,195381;4,7E-05;;-0,011926;0,011788;0,023714
1262;51,195381;;51,195381;51,207354;0,011973;;0,011788;0,000185;-0,011603
1263;51,207354;;51,207354;51,207539;0,000185;;0,000185;-0,001;-0,001185
1264;51,207539;;51,207539;51,207539;0;;-0,001;0,00097;0,00197
1265;51,207539;;51,207539;51,208539;0,001;;0,00097;-0,000432;-0,001402
1266;51,208539;;51,208539;51,208569;3E-05;;-0,000432;0,000462;0,000894
1267;51,208569;;51,208569;51,209031;0,000462;;0,000462;-3E-05;-0,000492
1268;51,209031;;51,209031;51,209031;0;;-3E-05;-0,000913;-0,000883
1269;51,209031;;51,209031;51,209061;3E-05;;-0,000913;0,000943;0,001856
1270;51,209061;;51,209061;51,210004;0,000943;;0,000943;-2,2E-05;-0,000965
1271;51,210004;;51,210004;51,210004;0;;-2,2E-05;-0,000329;-0,000307
1272;51,210004;;51,210004;51,210026;2,2E-05;;-0,000329;0,000334;0,000663
1273;51,210026;;51,210026;51,210377;0,000351;;0,000334;-0,000155;-0,000489
1274;51,210377;;51,210377;51,210394;1,7E-05;;-0,000155;0,000153;0,000308
1275;51,210394;;51,210394;51,210566;0,000172;;0,000153;-0,000887;-0,00104
1276;51,210566;;51,210566;51,210585;1,9E-05;;-0,000887;0,00089;0,001777
1277;51,210585;;51,210585;51,211491;0,000906;;0,00089;-0,00069;-0,00158
1278;51,211491;;51,211491;51,211507;1,6E-05;;-0,00069;0,00018;0,00087
1279;51,211507;;51,211507;51,212213;0,000706;;0,00018;0,000498;0,000318
1280;51,212213;;51,212213;51,212739;0,000526;;0,000498;-0,000353;-0,000851
1281;51,212739;;51,212739;51,212767;2,8E-05;;-0,000353;0,000363;0,000716
1282;51,212767;;51,212767;51,213148;0,000381;;0,000363;-0,000579;-0,000942
1283;51,213148;;51,213148;51,213166;1,8E-05;;-0,000579;0,000578;0,001157
1284;51,213166;;51,213166;51,213763;0,000597;;0,000578;-0,000634;-0,001212
1285;51,213763;;51,213763;51,213782;1,9E-05;;-0,000634;0,000653;0,001287
1286;51,213782;;51,213782;51,214435;0,000653;;0,000653;-2,7E-05;-0,00068
1287;51,214435;;51,214435;51,214435;0;;-2,7E-05;-0,000787;-0,00076
1288;51,214435;;51,214435;51,214462;2,7E-05;;-0,000787;0,000779;0,001566
1289;51,214462;;51,214462;51,215276;0,000814;;0,000779;-0,005266;-0,006045
1290;51,215276;;51,215276;51,215311;3,5E-05;;-0,005266;-0,008578;-0,003312
1291;51,215311;;51,215311;51,220612;0,005301;;-0,008578;0,002977;0,011555
1292;51,220612;;51,220612;51,234491;0,013879;;0,002977;-0,003652;-0,006629
1293;51,234491;;51,234491;51,245393;0,010902;;-0,003652;0,014448;0,0181
1294;51,245393;;51,245393;51,259947;0,014554;;0,014448;-0,001059;-0,015507
1295;51,259947;;51,259947;51,260053;0,000106;;-0,001059;0,001165;0,002224
1296;51,260053;;51,260053;51,261218;0,001165;;0,001165;-9,2E-05;-0,001257
1297;51,261218;;51,261218;51,261218;0;;-9,2E-05;-0,000239;-0,000147
1298;51,261218;;51,261218;51,26131;9,2E-05;;-0,000239;0,000256;0,000495
1299;51,26131;;51,26131;51,261641;0,000331;;0,000256;-0,000756;-0,001012
1300;51,261641;;51,261641;51,261716;7,5E-05;;-0,000756;0,000831;0,001587
1301;51,261716;;51,261716;51,262547;0,000831;;0,000831;-0,000108;-0,000939
1302;51,262547;;51,262547;51,262547;0;;-0,000108;-4E-06;0,000104
1303;51,262547;;51,262547;51,262655;0,000108;;-4E-06;8E-05;8,4E-05
1304;51,262655;;51,262655;51,262767;0,000112;;8E-05;-0,000161;-0,000241
1305;51,262767;;51,262767;51,262799;3,2E-05;;-0,000161;0,000193;0,000354
1306;51,262799;;51,262799;51,262992;0,000193;;0,000193;-4,8E-05;-0,000241
1307;51,262992;;51,262992;51,262992;0;;-4,8E-05;-0,000885;-0,000837
1308;51,262992;;51,262992;51,26304;4,8E-05;;-0,000885;-0,004061;-0,003176
1309;51,26304;;51,26304;51,263973;0,000933;;-0,004061;0,004994;0,009055
1310;51,263973;;51,263973;51,268967;0,004994;;0,004994;-8,1E-05;-0,005075
1311;51,268967;;51,268967;51,268967;0;;-8,1E-05;-5E-06;7,6E-05
1312;51,268967;;51,268967;51,269048;8,1E-05;;-5E-06;8,6E-05;9,1E-05
1313;51,269048;;51,269048;51,269134;8,6E-05;;8,6E-05;0;-8,6E-05
1314;51,269134;;51,269134;51,269134;0;;0;-4,9E-05;-4,9E-05
1315;51,269134;;51,269134;51,269134;0;;-4,9E-05;-0,063993;-0,063944
1316;51,269134;;51,269134;51,269183;4,9E-05;;-0,063993;0,06392;0,127913
1317;51,269183;;51,269183;51,333225;0,064042;;0,06392;-0,034258;-0,098178
1321;51,333225;;51,333225;51,333347;0,000122;;-0,034258;0,03438;0,068638
1322;51,333347;;51,333347;51,367727;0,03438;;0,03438;-6,6E-05;-0,034446
1323;51,367727;;51,367727;51,367727;0;;-6,6E-05;-1,5E-05;5,1E-05
1324;51,367727;;51,367727;51,367793;6,6E-05;;-1,5E-05;8,1E-05;9,6E-05
1325;51,367793;;51,367793;51,367874;8,1E-05;;8,1E-05;0;-8,1E-05
1326;51,367874;;51,367874;51,367874;0;;0;-3,6E-05;-3,6E-05
1327;51,367874;;51,367874;51,367874;0;;-3,6E-05;-0,030018;-0,029982
1328;51,367874;;51,367874;51,36791;3,6E-05;;-0,030018;0,029983;0,060001
1329;51,36791;;51,36791;51,397964;0,030054;;0,029983;-0,002414;-0,032397
1330;51,397964;;51,397964;51,398035;7,1E-05;;-0,002414;0,002399;0,004813
1331;51,398035;;51,398035;51,40052;0,002485;;0,002399;-0,00024;-0,002639
1332;51,40052;;51,40052;51,400606;8,6E-05;;-0,00024;0,000267;0,000507
1333;51,400606;;51,400606;51,400932;0,000326;;0,000267;-0,000212;-0,000479
1334;51,400932;;51,400932;51,400991;5,9E-05;;-0,000212;-1E-05;0,000202
1335;51,400991;;51,400991;51,401262;0,000271;;-1E-05;0,000248;0,000258
1336;51,401262;;51,401262;51,401543;0,000281;;0,000248;-0,000207;-0,000455
1337;51,401543;;51,401543;51,401576;3,3E-05;;-0,000207;0,000198;0,000405
1338;51,401576;;51,401576;51,401816;0,00024;;0,000198;-0,000173;-0,000371
1339;51,401816;;51,401816;51,401858;4,2E-05;;-0,000173;0,000182;0,000355
1340;51,401858;;51,401858;51,402073;0,000215;;0,000182;-0,000639;-0,000821
1341;51,402073;;51,402073;51,402106;3,3E-05;;-0,000639;0,000672;0,001311
1342;51,402106;;51,402106;51,402778;0,000672;;0,000672;-4,4E-05;-0,000716
1343;51,402778;;51,402778;51,402778;0;;-4,4E-05;-0,001535;-0,001491
1344;51,402778;;51,402778;51,402822;4,4E-05;;-0,001535;0,001579;0,003114
1345;51,402822;;51,402822;51,404401;0,001579;;0,001579;-6,6E-05;-0,001645
1346;51,404401;;51,404401;51,404401;0;;-6,6E-05;-0,005432;-0,005366
1347;51,404401;;51,404401;51,404467;6,6E-05;;-0,005432;0,005425;0,010857
1348;51,404467;;51,404467;51,409965;0,005498;;0,005425;-0,000121;-0,005546
1349;51,409965;;51,409965;51,410038;7,3E-05;;-0,000121;0,000158;0,000279
1350;51,410038;;51,410038;51,410232;0,000194;;0,000158;-0,000664;-0,000822
1351;51,410232;;51,410232;51,410268;3,6E-05;;-0,000664;0,000495;0,001159
1352;51,410268;;51,410268;51,410968;0,0007;;0,000495;0,000174;-0,000321
1353;51,410968;;51,410968;51,411173;0,000205;;0,000174;-0,000407;-0,000581
1354;51,411173;;51,411173;51,411204;3,1E-05;;-0,000407;0,000438;0,000845
1355;51,411204;;51,411204;51,411642;0,000438;;0,000438;-5,3E-05;-0,000491
1356;51,411642;;51,411642;51,411642;0;;-5,3E-05;-0,000361;-0,000308
1357;51,411642;;51,411642;51,411695;5,3E-05;;-0,000361;-0,000641;-0,00028
1358;51,411695;;51,411695;51,412109;0,000414;;-0,000641;0,001006;0,001647
1359;51,412109;;51,412109;51,413164;0,001055;;0,001006;-0,00131;-0,002316
1360;51,413164;;51,413164;51,413213;4,9E-05;;-0,00131;0,001359;0,002669
1361;51,413213;;51,413213;51,414572;0,001359;;0,001359;-5,5E-05;-0,001414
1362;51,414572;;51,414572;51,414572;0;;-5,5E-05;-0,000684;-0,000629
1363;51,414572;;51,414572;51,414627;5,5E-05;;-0,000684;0,000656;0,00134
1364;51,414627;;51,414627;51,415366;0,000739;;0,000656;-0,045329;-0,045985
1365;51,415366;;51,415366;51,415449;8,3E-05;;-0,045329;0,045412;0,090741
1366;51,415449;;51,415449;51,460861;0,045412;;0,045412;-0,000116;-0,045528
1367;51,460861;;51,460861;51,460861;0;;-0,000116;-0,000273;-0,000157
1368;51,460861;;51,460861;51,460977;0,000116;;-0,000273;0,000337;0,00061
1369;51,460977;;51,460977;51,461366;0,000389;;0,000337;-6E-05;-0,000397
1370;51,461366;;51,461366;51,461418;5,2E-05;;-6E-05;9,2E-05;0,000152
1371;51,461418;;51,461418;51,46153;0,000112;;9,2E-05;-0,000445;-0,000537
1372;51,46153;;51,46153;51,46155;2E-05;;-0,000445;0,000427;0,000872
1373;51,46155;;51,46155;51,462015;0,000465;;0,000427;-0,000141;-0,000568
1374;51,462015;;51,462015;51,462053;3,8E-05;;-0,000141;0,000146;0,000287
1375;51,462053;;51,462053;51,462232;0,000179;;0,000146;-0,000702;-0,000848
1376;51,462232;;51,462232;51,462265;3,3E-05;;-0,000702;0,000703;0,001405
1377;51,462265;;51,462265;51,463;0,000735;;0,000703;-0,000171;-0,000874
1378;51,463;;51,463;51,463032;3,2E-05;;-0,000171;0,000174;0,000345
1379;51,463032;;51,463032;51,463235;0,000203;;0,000174;-0,000614;-0,000788
1380;51,463235;;51,463235;51,463264;2,9E-05;;-0,000614;0,000618;0,001232
1381;51,463264;;51,463264;51,463907;0,000643;;0,000618;-0,046485;-0,047103
1382;51,463907;;51,463907;51,463932;2,5E-05;;-0,046485;0,046437;0,092922
1383;51,463932;;51,463932;51,510442;0,04651;;0,046437;-0,000149;-0,046586
1384;51,510442;;51,510442;51,510515;7,3E-05;;-0,000149;-0,000486;-0,000337
1385;51,510515;;51,510515;51,510737;0,000222;;-0,000486;0,000708;0,001194
1386;51,510737;;51,510737;51,511445;0,000708;;0,000708;-6,3E-05;-0,000771
1387;51,511445;;51,511445;51,511445;0;;-6,3E-05;-0,000351;-0,000288
1388;51,511445;;51,511445;51,511508;6,3E-05;;-0,000351;0,000375;0,000726
1389;51,511508;;51,511508;51,511922;0,000414;;0,000375;-0,000151;-0,000526
1390;51,511922;;51,511922;51,511961;3,9E-05;;-0,000151;-0,000623;-0,000472
1391;51,511961;;51,511961;51,512151;0,00019;;-0,000623;0,000813;0,001436
1392;51,512151;;51,512151;51,512964;0,000813;;0,000813;-4,3E-05;-0,000856
1393;51,512964;;51,512964;51,512964;0;;-4,3E-05;-0,006592;-0,006549
1394;51,512964;;51,512964;51,513007;4,3E-05;;-0,006592;0,006635;0,013227
1395;51,513007;;51,513007;51,519642;0,006635;;0,006635;-4,8E-05;-0,006683
1407;51,519642;;51,519642;51,519642;0;;-4,8E-05;-0,04862;-0,048572
1408;51,519642;;51,519642;51,51969;4,8E-05;;-0,04862;0,048668;0,097288
1409;51,51969;;51,51969;51,568358;0,048668;;0,048668;0;-0,048668
1411;51,568358;;51,568358;51,568358;0;;0;-0,00017;-0,00017
1412;51,568358;;51,568358;51,568358;0;;-0,00017;2,1E-05;0,000191
1413;51,568358;;51,568358;51,568528;0,00017;;2,1E-05;0,000149;0,000128
1414;51,568528;;51,568528;51,568677;0,000149;;0,000149;0;-0,000149
1415;51,568677;;51,568677;51,568677;0;;0;0;0
1416;51,568677;;51,568677;51,568677;0;;0;0;0
1417;51,568677;;51,568677;51,568677;0;;0;0;0
1418;51,568677;;51,568677;51,568677;0;;0;-6,5E-05;-6,5E-05
1419;51,568677;;51,568677;51,568677;0;;-6,5E-05;-0,011647;-0,011582
1420;51,568677;;51,568677;51,568742;6,5E-05;;-0,011647;0,004657;0,016304
1421;51,568742;;51,568742;51,580454;0,011712;;0,004657;-0,001902;-0,006559
1422;51,580454;;51,580454;51,587509;0,007055;;-0,001902;0,007732;0,009634
1423;51,587509;;51,587509;51,596466;0,008957;;0,007732;-0,00442;-0,012152
1424;51,596466;;51,596466;51,597691;0,001225;;-0,00442;-0,001706;0,002714
1425;51,597691;;51,597691;51,603336;0,005645;;-0,001706;0,004379;0,006085
1426;51,603336;;51,603336;51,610687;0,007351;;0,004379;0,002972;-0,001407
1427;51,610687;;51,610687;51,613659;0,002972;;0,002972;-7,7E-05;-0,003049
1428;51,613659;;51,613659;51,613659;0;;-7,7E-05;-2,4E-05;5,3E-05
1429;51,613659;;51,613659;51,613736;7,7E-05;;-2,4E-05;0,000101;0,000125
1430;51,613736;;51,613736;51,613837;0,000101;;0,000101;0;-0,000101
1431;51,613837;;51,613837;51,613837;0;;0;0;0
1432;51,613837;;51,613837;51,613837;0;;0;0;0
1433;51,613837;;51,613837;51,613837;0;;0;0;0
1434;51,613837;;51,613837;51,613837;0;;0;-6,9E-05;-6,9E-05
1435;51,613837;;51,613837;51,613837;0;;-6,9E-05;-0,053309;-0,05324
1436;51,613837;;51,613837;51,613906;6,9E-05;;-0,053309;0,053378;0,106687
1437;51,613906;;51,613906;51,667284;0,053378;;0,053378;-9,3E-05;-0,053471
1438;51,667284;;51,667284;51,667284;0;;-9,3E-05;-2,7E-05;6,6E-05
1439;51,667284;;51,667284;51,667377;9,3E-05;;-2,7E-05;0,00012;0,000147
1440;51,667377;;51,667377;51,667497;0,00012;;0,00012;0;-0,00012
1441;51,667497;;51,667497;51,667497;0;;0;0;0
1442;51,667497;;51,667497;51,667497;0;;0;0;0
1443;51,667497;;51,667497;51,667497;0;;0;0;0
1444;51,667497;;51,667497;51,667497;0;;0;-5,6E-05;-5,6E-05
1445;51,667497;;51,667497;51,667497;0;;-5,6E-05;-5,5E-05;1E-06
1448;51,667497;;51,667497;51,667553;5,6E-05;;-5,5E-05;-0,042078;-0,042023
1449;51,667553;;51,667553;51,667664;0,000111;;-0,042078;0,04212;0,084198
1450;51,667664;;51,667664;51,709853;0,042189;;0,04212;-0,000248;-0,042368
1453;51,709853;;51,709853;51,709922;6,9E-05;;-0,000248;0,000276;0,000524
1454;51,709922;;51,709922;51,710239;0,000317;;0,000276;-0,000585;-0,000861
1455;51,710239;;51,710239;51,71028;4,1E-05;;-0,000585;0,000626;0,001211
1456;51,71028;;51,71028;51,710906;0,000626;;0,000626;-4,9E-05;-0,000675
1457;51,710906;;51,710906;51,710906;0;;-4,9E-05;-0,00072;-0,000671
1458;51,710906;;51,710906;51,710955;4,9E-05;;-0,00072;0,00072;0,00144
1459;51,710955;;51,710955;51,711724;0,000769;;0,00072;-0,000132;-0,000852
1460;51,711724;;51,711724;51,711773;4,9E-05;;-0,000132;0,000145;0,000277
1461;51,711773;;51,711773;51,711954;0,000181;;0,000145;-0,000172;-0,000317
1462;51,711954;;51,711954;51,71199;3,6E-05;;-0,000172;0,000176;0,000348
1463;51,71199;;51,71199;51,712198;0,000208;;0,000176;-0,000152;-0,000328
1464;51,712198;;51,712198;51,71223;3,2E-05;;-0,000152;0,000156;0,000308
1465;51,71223;;51,71223;51,712414;0,000184;;0,000156;-0,000853;-0,001009
1466;51,712414;;51,712414;51,712442;2,8E-05;;-0,000853;0,000845;0,001698
1467;51,712442;;51,712442;51,713323;0,000881;;0,000845;-0,035001;-0,035846
1468;51,713323;;51,713323;51,713359;3,6E-05;;-0,035001;0,023329;0,05833
1469;51,713359;;51,713359;51,748396;0,035037;;0,023329;0,011598;-0,011731
1470;51,748396;;51,748396;51,760104;0,011708;;0,011598;-0,000242;-0,01184
1471;51,760104;;51,760104;51,760214;0,00011;;-0,000242;0,000262;0,000504
1472;51,760214;;51,760214;51,760566;0,000352;;0,000262;-0,000744;-0,001006
1473;51,760566;;51,760566;51,760656;9E-05;;-0,000744;0,000834;0,001578
1474;51,760656;;51,760656;51,76149;0,000834;;0,000834;-0,000126;-0,00096
1475;51,76149;;51,76149;51,76149;0;;-0,000126;-0,000222;-9,6E-05
1476;51,76149;;51,76149;51,761616;0,000126;;-0,000222;0,000279;0,000501
1477;51,761616;;51,761616;51,761964;0,000348;;0,000279;-0,000135;-0,000414
1478;51,761964;;51,761964;51,762033;6,9E-05;;-0,000135;0,000172;0,000307
1479;51,762033;;51,762033;51,762237;0,000204;;0,000172;-0,00088;-0,001052
1480;51,762237;;51,762237;51,762269;3,2E-05;;-0,00088;0,000912;0,001792
1481;51,762269;;51,762269;51,763181;0,000912;;0,000912;-0,000109;-0,001021
1482;51,763181;;51,763181;51,763181;0;;-0,000109;-0,010682;-0,010573
1483;51,763181;;51,763181;51,76329;0,000109;;-0,010682;-0,004774;0,005908
1484;51,76329;;51,76329;51,774081;0,010791;;-0,004774;-0,00532;-0,000546
1487;51,774081;;51,774081;51,789646;0,015565;;-0,00532;0,020834;0,026154
1488;51,789646;;51,789646;51,810531;0,020885;;0,020834;-0,000345;-0,021179
1489;51,810531;;51,810531;51,810582;5,1E-05;;-0,000345;0,000396;0,000741
1490;51,810582;;51,810582;51,810978;0,000396;;0,000396;-2,7E-05;-0,000423
1491;51,810978;;51,810978;51,810978;0;;-2,7E-05;-0,000843;-0,000816
1492;51,810978;;51,810978;51,811005;2,7E-05;;-0,000843;0,00087;0,001713
1493;51,811005;;51,811005;51,811875;0,00087;;0,00087;-1,9E-05;-0,000889
1494;51,811875;;51,811875;51,811875;0;;-1,9E-05;-0,00497;-0,004951
1495;51,811875;;51,811875;51,811894;1,9E-05;;-0,00497;0,002098;0,007068
1496;51,811894;;51,811894;51,816883;0,004989;;0,002098;0,00286;0,000762
1497;51,816883;;51,816883;51,819774;0,002891;;0,00286;-0,000437;-0,003297
1498;51,819774;;51,819774;51,819805;3,1E-05;;-0,000437;0,000468;0,000905
1499;51,819805;;51,819805;51,820273;0,000468;;0,000468;-3,3E-05;-0,000501
1500;51,820273;;51,820273;51,820273;0;;-3,3E-05;-0,000875;-0,000842
1501;51,820273;;51,820273;51,820306;3,3E-05;;-0,000875;0,000908;0,001783
1502;51,820306;;51,820306;51,821214;0,000908;;0,000908;-2,4E-05;-0,000932
1503;51,821214;;51,821214;51,821214;0;;-2,4E-05;-0,000318;-0,000294
1504;51,821214;;51,821214;51,821238;2,4E-05;;-0,000318;0,000342;0,00066
1505;51,821238;;51,821238;51,82158;0,000342;;0,000342;-5,7E-05;-0,000399
1506;51,82158;;51,82158;51,82158;0;;-5,7E-05;-0,000351;-0,000294
1507;51,82158;;51,82158;51,821637;5,7E-05;;-0,000351;-0,001073;-0,000722
1508;51,821637;;51,821637;51,822045;0,000408;;-0,001073;0,001481;0,002554
1509;51,822045;;51,822045;51,823526;0,001481;;0,001481;-0,003068;-0,004549
1510;51,823526;;51,823526;51,823526;0;;-0,003068;-0,029546;-0,026478
1511;51,823526;;51,823526;51,826594;0,003068;;-0,029546;0,032432;0,061978
1512;51,826594;;51,826594;51,859208;0,032614;;0,032432;0,000116;-0,032316
1513;51,859208;;51,859208;51,85939;0,000182;;0,000116;-0,000906;-0,001022
1514;51,85939;;51,85939;51,859456;6,6E-05;;-0,000906;-0,005527;-0,004621
1515;51,859456;;51,859456;51,860428;0,000972;;-0,005527;0,006436;0,011963
1516;51,860428;;51,860428;51,866927;0,006499;;0,006436;-0,002718;-0,009154
1517;51,866927;;51,866927;51,86699;6,3E-05;;-0,002718;0,00276;0,005478
1518;51,86699;;51,86699;51,869771;0,002781;;0,00276;-0,000434;-0,003194
1519;51,869771;;51,869771;51,869792;2,1E-05;;-0,000434;0,000455;0,000889
1520;51,869792;;51,869792;51,870247;0,000455;;0,000455;-2,4E-05;-0,000479
1521;51,870247;;51,870247;51,870247;0;;-2,4E-05;-0,000853;-0,000829
1522;51,870247;;51,870247;51,870271;2,4E-05;;-0,000853;0,000861;0,001714
1523;51,870271;;51,870271;51,871148;0,000877;;0,000861;-0,000158;-0,001019
1524;51,871148;;51,871148;51,871164;1,6E-05;;-0,000158;0,000154;0,000312
1525;51,871164;;51,871164;51,871338;0,000174;;0,000154;-0,002047;-0,002201
1526;51,871338;;51,871338;51,871358;2E-05;;-0,002047;0,00197;0,004017
1527;51,871358;;51,871358;51,873425;0,002067;;0,00197;-0,000481;-0,002451
1528;51,873425;;51,873425;51,873522;9,7E-05;;-0,000481;0,000578;0,001059
1529;51,873522;;51,873522;51,8741;0,000578;;0,000578;-6,1E-05;-0,000639
1530;51,8741;;51,8741;51,8741;0;;-6,1E-05;1E-05;7,1E-05
1531;51,8741;;51,8741;51,874161;6,1E-05;;1E-05;-0,000191;-0,000201
